Unnamed: 0,created_at,id_str,full_text,username,tweet_url
961,Mon Feb 05 13:32:43 +0000 2024,1754498286516654511,#TolakPaslonCacatEtik  #RakyatMakinMuak #pemilu #pilpres #kpu #aniesbaswedan #prabowosubianto #ganjarpranowo #muhaiminiskandar #cakimin #gibran #mahfudmd  @aniesbaswedan @cakimiNOW https://t.co/zT919CKOCW,JCengha,https://twitter.com/JCengha/status/1754498286516654511
962,Mon Feb 05 13:30:44 +0000 2024,1754497790460518703,#pemilu #dkpp #kpu #TolakPaslonCacatEtik #RakyatMakinMuak #aniesbaswedan #prabowo #ganjarpranowo #muhaiminiskandar #cakimin #gibran #mahfudmd  @aniesbaswedan @cakimiNOW https://t.co/mNGiWd6uux,JCengha,https://twitter.com/JCengha/status/1754497790460518703
963,Mon Feb 05 12:51:49 +0000 2024,1754487996320227604,Bener banget sih ini 🤣🤣🤣 Gimana menurut kamu?   #fyp #update #anies #aniesbaswedan #cakimin #aniesmuhaimin #aminajadulu #AminMenang1Putaran #CoblosNomor1 https://t.co/CkK0WHaNXl,aniesmania,https://twitter.com/aniesmania/status/1754487996320227604
964,Mon Feb 05 11:17:46 +0000 2024,1754464325031567570,"Setuju banget sama Benhan, kamu juga?   #anies #aniesbaswedan #aniesmuhaimin #muhaimin #muhaiminiskadar #cakimin #aminajadulu https://t.co/DvjYRNefGc",aniesmania,https://twitter.com/aniesmania/status/1754464325031567570
965,Mon Feb 05 08:50:47 +0000 2024,1754427338727862286,Ku titipkan Indonesia di tanganmu Pak Ganjar Mahfud.. #ganjar #ganjarpranowo #ganjarmahfud #ganjarmahfudm3nang #paktelur #ganjarpresiden #prabowosubianto #gibranrakabuming #jokowi #aniesbaswedan #cakimin #fypシ #fyp https://t.co/RzQIwsjVMy,rafikaananta02,https://twitter.com/rafikaananta02/status/1754427338727862286
966,Mon Feb 05 08:43:32 +0000 2024,1754425513337344279,Indonesia Kritis DEMOKRASI #ganjar #ganjarpranowo #ganjarmahfud #ganjarmahfudm3nang #paktelur #ganjarpresiden #prabowosubianto #gibranrakabuming #jokowi #aniesbaswedan #cakimin #fypシ #fyp https://t.co/EexQphAS5c,rafikaananta02,https://twitter.com/rafikaananta02/status/1754425513337344279
967,Mon Feb 05 08:13:50 +0000 2024,1754418039687409948,"Soal Kurangnya Tenaga dan Fasilitas Kesehatan di Daerah, Anies Baswedan Janji Lakukan Pemerataan  #aniesbaswedan #amin #cakimin #Pemilu2024   https://t.co/CIyg4ixOsD",Kilat_com,https://twitter.com/Kilat_com/status/1754418039687409948
968,Mon Feb 05 05:57:58 +0000 2024,1754383847943442565,Anies Konfirmasi Kampanye Akbar di JIS Hari Sabtu: Jangan Lupa Minum Jamu  #AniesBaswedan #CakImin #Amin #RMOL  https://t.co/6nQ4enxd68,rmol_id,https://twitter.com/rmol_id/status/1754383847943442565
969,Mon Feb 05 04:52:27 +0000 2024,1754367360151298282,"Sisi humanis dan egaliter ini, yang membuat saya mantap mendukung.. karena sejatinya setiap manusia di mata hukum sama dan negara harus menjamin kesetaraan itu dalam bentuk kebijakan  #AniesFinalStage #aniesbaswedan #CakImin",mkhayrula,https://twitter.com/mkhayrula/status/1754367360151298282
970,Mon Feb 05 04:12:39 +0000 2024,1754357340458099124,"Kantong bergerak untuk perubahan! Untuk seluruh rakyat indonesia, dimanapun berada.  __ __  #aminajadulu #aminkanindonesia #amin #aniesmuhaimin2024 #aniesbaswedan #muhaiminiskandar #cakimin #pkbkabtegal #pemilu2024 #kampanyeperubahan #kabupatentegal   @dpp_pkb  @dpwpkbjateng https://t.co/OLDp2CjaON",TegalPkb,https://twitter.com/TegalPkb/status/1754357340458099124
971,Mon Feb 05 04:08:35 +0000 2024,1754356319488995718,"Anies Baswedan Diberi Pertanyaan Kritis dari Wartawan tentang Debat Terakhir, Cak Imin Memberikan Tanggapan Tegas #AniesBaswedan #CakImin #Pemilu #Pemilu2024 #Pemilu2024 https://t.co/JIt3jDOl7R",NewsSenja,https://twitter.com/NewsSenja/status/1754356319488995718
972,Mon Feb 05 03:45:27 +0000 2024,1754350496591298880,"Cak Imin Usai Debat Capres 2024, Sebut Prabowo dan Ganjar Sudah Bergeser Setuju Perubahan   https://t.co/IDEd5umjpB lewat @tribunnews #cakimin #debatcapresterakhir #debatcapres #prabowosubianto #ganjarpranowo #aniesbaswedan",tribunkaltim,https://twitter.com/tribunkaltim/status/1754350496591298880
973,Mon Feb 05 03:43:34 +0000 2024,1754350022202908856,Prabowo Minta Maaf ke Anies Muhaimin dan Ganjar Mahfud di Debat Terakhir  #debatcapres #prabowo #gibran #aniesbaswedan #cakimin #ganjarpranowo #mahfudmd #pilpres2024 #pemiluserentak2024 https://t.co/YvZWIvANms,TERBITharian,https://twitter.com/TERBITharian/status/1754350022202908856
974,Mon Feb 05 03:00:01 +0000 2024,1754339063677776116,Lanjutannya . #AMINAjaDulu #aniesbaswedan #cakimin https://t.co/8MTz6UwSF8,ragamulyaa,https://twitter.com/ragamulyaa/status/1754339063677776116
975,Sun Feb 04 21:37:28 +0000 2024,1754257889320141281,"Anies Disebut Lebih Manis di Debat Terakhir Capres, Cak Imin: Renungkan Jawaban Ganjar dan Prabowo   https://t.co/nwAiv8fP8E lewat @tribunnews #AniesMuhaimin #aniesbaswedan #cakimin #ganjarpranowo #prabowosubianto #DebatCapresTerakhir",tribunkaltim,https://twitter.com/tribunkaltim/status/1754257889320141281
976,Sun Feb 04 17:40:01 +0000 2024,1754198134279094316,Capres nomor urut 2 Prabowo Subianto @prabowo menutup debat terakhir capres dengan menyampaikan permintaan maaf kepada dua rivalnya dalam kontestasi Pilpres 2024.  #prabowo #gibran #aniesbaswedan #cakimin #ganjarpranowo #mahfudmd #debatcapres #capres #bantenhay #promedia https://t.co/gx1Cgw1DLi,om_kumz,https://twitter.com/om_kumz/status/1754198134279094316
977,Sun Feb 04 17:04:28 +0000 2024,1754189188940042717,Anies - Muhaimin ( AMIN )  #aminajadulu #debatcapres #debatcawapres2024 #anies #aniesbaswedan #muhaimin #cakimin #saungmirza #presiden2024 #bandung #jawabarat https://t.co/GAxV1TxYsa,saungmirza,https://twitter.com/saungmirza/status/1754189188940042717
978,Sun Feb 04 16:40:58 +0000 2024,1754183275931988033,"Siap menang dan siap kalah, ayo kawal pesta demokrasi 2024 ini dengan aman damai rukun dan jurdil ya  #prabowo #gibran #aniesbaswedan #cakimin #ganjarpranowo #mahfudmd #pemilu2024  #indonesia https://t.co/8l3UqC3Abq",AkangEi,https://twitter.com/AkangEi/status/1754183275931988033
979,Sun Feb 04 16:13:34 +0000 2024,1754176379384627655,"Baik banget Abah, gak cari2 jawaban kek yg itu...   #baik #update #fyp #anies #aniesbaswedan #cakimin #AniesMuhaimin2024 #AminMenang1Putaran #CoblosNomor1 #AMINajadulu https://t.co/EC2oWteDIL",aniesmania,https://twitter.com/aniesmania/status/1754176379384627655
980,Sun Feb 04 16:03:04 +0000 2024,1754173738399268949,Capres nomor urut 2 Prabowo Subianto @prabowo menutup debat terakhir capres dengan menyampaikan permintaan maaf kepada dua rivalnya dalam kontestasi Pilpres 2024.  #prabowo #prabowosubianto #gibran #aniesbaswedan #cakimin #ganjarpranowo #mahfudmd #bantenhay #promedia https://t.co/asTMRtCVaB,BantenHay,https://twitter.com/BantenHay/status/1754173738399268949
981,Sun Feb 04 15:57:28 +0000 2024,1754172328907555208,#AniesFinalStage  #aniesbaswedan  #debatcapres2024  #cakimin  #AniesFinalStage https://t.co/P1tufJjb94,amir_dzu,https://twitter.com/amir_dzu/status/1754172328907555208
982,Sun Feb 04 15:02:41 +0000 2024,1754158540598739143,"Debat Tahun Politik Capres keseluruhan 2024 ini Paling Memories sepanjang hidup gw Emosi campur aduk, sedih, seru, seneng, kesel, bahagia,  Amin Anies Baswedan Cak Imin Will be President 2024 ☝️🦉  #AForEvery1 #AniesFinalStage #AminAjaDulu #AniesBaswedan #CakImin",sloweeex,https://twitter.com/sloweeex/status/1754158540598739143
983,Sun Feb 04 14:52:05 +0000 2024,1754155871800819997,Closing Statement Pak Anies 🔥🔥🔥  #AMINAjaDulu #aniesbaswedan #cakimin https://t.co/ghWAOame3u,dot__13,https://twitter.com/dot__13/status/1754155871800819997
984,Sun Feb 04 13:55:43 +0000 2024,1754141689839763842,"Debat Terakhir, Anies-Cak Imin Kompak Pakai Jas dan Kopiah Hitam  #AniesBaswedan #CakImin #AniesMuhaimin2024 #RMOL https://t.co/D55p1W4PRI",rmol_id,https://twitter.com/rmol_id/status/1754141689839763842
985,Sun Feb 04 12:49:05 +0000 2024,1754124921444454802,Bismillah #aniesbaswedan RI 1 #cakimin RI 2,alkaylara,https://twitter.com/alkaylara/status/1754124921444454802
986,Sun Feb 04 12:19:51 +0000 2024,1754117561644622016,@Evello12 @gibran_tweet 7. Plays    - Pasangan #PrabowoGibran ditonton 56% lebih banyak dibandingkan #AniesMuhaimin 26% dan #GanjarMahfud 18%.     - #PrabowoSubianto ditonton 59% dibandingkan #AniesBaswedan 23% dan #GanjarPranowo 18%    - #GibranRakabuming ditonton 88% dibandingkan #Cakimin 7% dan… https://t.co/0am9jEkX6b,DudyRudianto,https://twitter.com/DudyRudianto/status/1754117561644622016
987,Sun Feb 04 10:04:45 +0000 2024,1754083564969472314,@Evello12 @gibran_tweet 5. Download  - Pasangan #PrabowoGibran diunduh 55% lebih banyak dibandingkan #AniesMuhaimin 30% dan #GanjarMahfud 15%.   - #PrabowoSubianto diunduh 60% dibandingkan #AniesBaswedan 26% dan #GanjarPranowo 14%  - #GibranRakabuming diunduh 90% dibandingkan #Cakimin 7% dan #MahfudMD… https://t.co/HX445zl99r,DudyRudianto,https://twitter.com/DudyRudianto/status/1754083564969472314
988,Sun Feb 04 08:07:10 +0000 2024,1754053971264889233,Rekomendasi bacaan dan isu jelang #DebatCapresTerakhir #DebatCapresKelima #AniesBaswedan #CakImin #AMINAjaDulu #Prabowo #GibranRakabuming #PrabowoGibran #GanjarPranowo #MahfudMD #GanjarMahfud2024,cfds_ugm,https://twitter.com/cfds_ugm/status/1754053971264889233
989,Sun Feb 04 05:53:56 +0000 2024,1754020444485963912,"Hi Everyone! I'm made some layouts and icons template for supporting @aniesbaswedan's 3rd stage also @cakimiNOW (super late) present for passing the 2nd stage.  twibbonize: https://t.co/7M9Nkgh7s6 drive: https://t.co/b8dz4S01Pf Silahkan di akses, ya!  #AniesBaswedan #CakImin",starkshits,https://twitter.com/starkshits/status/1754020444485963912
990,Sat Feb 03 15:47:59 +0000 2024,1753807552008315019,TIKTOKERS DUKUNG ABAH 🔥 =  #aniesbaswedan #aniesmuhaimin2024 #anies #aminajadulu #viral #cakimin Ketua KPK #RakyatMakinMuak #KampusBergerak #AMINkanIndonesia Agak Laen Guru Besar #AsalBukan02 Prof Tuti Menyala #malmingan Sebelahan Malam Minggu  = https://t.co/vkz6c6Uqrj,Kang_Comot,https://twitter.com/Kang_Comot/status/1753807552008315019
991,Sat Feb 03 14:50:38 +0000 2024,1753793118774972903,Alhamdulillah alumni Gontor dukung Amin 😊☝❤🇮🇩  #gontor #alumni #fyp #anies #aniesbubble #aniesbaswedan #cakimin #aniesmuhaimin #aminajadulu https://t.co/kLdU9RnFys,AbdulRachimmks,https://twitter.com/AbdulRachimmks/status/1753793118774972903
992,Sat Feb 03 14:49:11 +0000 2024,1753792755946725702,Bismillah yuk bantu menangkan Abah ☝❤🇮🇩  #anies #aniesbaswedan #abah #cakimin #muhaiminiskadar #fyp https://t.co/eoPohTzHQn,aniesmania,https://twitter.com/aniesmania/status/1753792755946725702
993,Sat Feb 03 14:37:52 +0000 2024,1753789907997528379,LHO-LHO GA BAHAYA TA 😂 = #aniesbaswedan #aniesmuhaimin2024 #anies #aminajadulu #viral #cakimin Ketua KPK #KampusBergerak #AMINkanIndonesia Agak Laen Guru Besar #AsalBukan02 Prof Tuti Menyala #MalminGan = https://t.co/mswF84AK6z,Kang_Comot,https://twitter.com/Kang_Comot/status/1753789907997528379
994,Sat Feb 03 13:31:11 +0000 2024,1753773124842397760,Pak RT lebih pinter dari Lurah Konoha?   #konoha #fyp #aminajadulu #anies #aniesbaswedan #cakimin #prabowo #gibran https://t.co/Pa3fXENyjE,aniesmania,https://twitter.com/aniesmania/status/1753773124842397760
995,Sat Feb 03 13:13:39 +0000 2024,1753768712107393443,#aniesbaswedan #cakimin https://t.co/fJaO5yA3rL,ayah_syauqiy,https://twitter.com/ayah_syauqiy/status/1753768712107393443
996,Sat Feb 03 13:04:13 +0000 2024,1753766338399809877,Setuju bang #anisbaswedanforsmartindonesia #aniespresiden2024 #aniesbaswedanri1 #aniesbaswedan #aniesforpresidenri2024 #aminajadulu #aminajadulu❤️🇲🇨 #AMIN #anies #cakimin #cakiminnow #cakiminuntukindonesia #01 https://t.co/YCTWAzILsa,050820E,https://twitter.com/050820E/status/1753766338399809877
997,Sat Feb 03 10:30:20 +0000 2024,1753727613162631191,Bismillah Berdasarkan riset tipis2 dan iseng ikut survei dari @kawula_17  Gw akan jadi pemilih AMIN #amin #aniesbaswedan #cakimin #AniesPresiden2024 https://t.co/XlGUyLlkGO,andri_wahyudi98,https://twitter.com/andri_wahyudi98/status/1753727613162631191
998,Sat Feb 03 08:43:08 +0000 2024,1753700634971586905,Tag:  #DebatCapres #AniesBaswedan #CakImin #AminAjaDulu #Prabowo #GibranRakabuming #PrabowoGibran #GanjarPranowo #MahfudMD #GanjarMahfud2024   @imanlagi @tomlembong @TsamaraDKI @GraceNathalieTS @pangeransiahaan @basuki_btp,cfds_ugm,https://twitter.com/cfds_ugm/status/1753700634971586905
999,Sat Feb 03 04:09:51 +0000 2024,1753631863133065252,Pesan untuk pemimpin agar amanah. Amanah sarana untuk memudahkan meraih SurgaNya.  Ria ricis Jokowi Amanah Presiden 4 jt #KampusBergerak #petisi  Ketua kpk #AMINAjadulu #aniesbaswedan  #cakimin  #IndonesiaBelaPalestina  #INDONESIA https://t.co/CbyMLRZHlh,EndryRDA2019,https://twitter.com/EndryRDA2019/status/1753631863133065252
1000,Sat Feb 03 04:09:05 +0000 2024,1753631670346117443,Pesan untuk pemimpin agar amanah. Amanah sarana untuk memudahkan meraih SurgaNya.  Ria ricis Jokowi Amanah Presiden 4 jt #KampusBergerak #petisi   #AMINAjadulu #aniesbaswedan  #cakimin  #IndonesiaBelaPalestina  #INDONESIA https://t.co/alm18FNrDH,EndryRDA2019,https://twitter.com/EndryRDA2019/status/1753631670346117443
1001,Sat Feb 03 04:07:45 +0000 2024,1753631334239793537,Pesan untuk pemimpin agar amanah. Amanah sarana untuk memudahkan meraih SurgaNya.  Ria ricis Jokowi Amanah Presiden 4 jt #KampusBergerak #petisi   #AMINAjadulu #aniesbaswedan  #cakimin  #IndonesiaBelaPalestina  #INDONESIA https://t.co/98Rq4vKGtT,EndryRDA2019,https://twitter.com/EndryRDA2019/status/1753631334239793537
1002,Sat Feb 03 02:06:17 +0000 2024,1753600765334307234,"Jelang Pencoblosan, Anies Baswedan Buka Opsi: Pilih Foto atau Program  #aniesbaswedan #CakImin #Amin #Pilpres2024 #Pemilu2024 #Pencoblosan #Harianterbitcom https://t.co/r1JfMRrXVR",TERBITharian,https://twitter.com/TERBITharian/status/1753600765334307234
1003,Fri Feb 02 14:57:22 +0000 2024,1753432428763582752,Jelang debat Prabowo Singgung Nilai Rendah dari Anies: Emang Gue Pikirin  #Prabowo #Gibran #PrabowoGibran #AniesBaswedan #CakImin #AMIN #Pilpres2024 #Debat #Harianterbitcom https://t.co/AhLz1xvr8d,TERBITharian,https://twitter.com/TERBITharian/status/1753432428763582752
1004,Fri Feb 02 02:41:13 +0000 2024,1753247167039545759,#Pemilu2024 #Pemilu #Pilkada #PemiluSerentak2024 #SosialisasiPemilu2024 #AyokeTPS #GanjarPranowo #Ganjar #PrabowoSubianto #Prabowo #AniesBaswedan #Anies #CakImin #Jokowi #JokoWidodo https://t.co/7fHDVz5HGH,BobyBarbossa,https://twitter.com/BobyBarbossa/status/1753247167039545759
1005,Thu Feb 01 14:41:17 +0000 2024,1753065990974537870,Lembutnya Hati seorang Anies Baswedan 😊❤☝🇮🇩  #abah #abahanies #parkahnice #anies #aniesbaswedan #amin #aniesmuhaimin #aminajadulu #cakimin #muhaiminiskadar https://t.co/4tgiTni0M1,aniesmania,https://twitter.com/aniesmania/status/1753065990974537870
1006,Thu Feb 01 14:30:09 +0000 2024,1753063189208838288,Ya ampun banyak banget duitnya buat bayar buzzer? gak abis2...   #banyakduit #buzzer #fyp #anies #aniesmuhaimin #aniesbaswedan #cakimin #aminajadulu https://t.co/02C8yAy3Gd,aniesmania,https://twitter.com/aniesmania/status/1753063189208838288
1007,Thu Feb 01 14:16:16 +0000 2024,1753059697404358713,Jadi inget babang Shahrukh Khan 😁  #joged #nyanyi #relawanamin #anies #aniesmuhaimin #aniesbaswedan #cakimin #aminajadulu https://t.co/5AS5uqS3Db,aniesmania,https://twitter.com/aniesmania/status/1753059697404358713
1008,Thu Feb 01 14:09:32 +0000 2024,1753058002809086089,Mantap Pak Dirman!   #brebes #jawatengah #fyp #anies #aniesbubble #aniesmuhaimin #cakimin #aniesbaswedan #sudirmansaid https://t.co/1X1jXgFJXt,aniesmania,https://twitter.com/aniesmania/status/1753058002809086089
1009,Thu Feb 01 13:53:33 +0000 2024,1753053980534673718,Simpatisan Amin dan Ganjar-Mahfud di Depok Lompat Gabung Paslon 02  #AniesBaswedan #CakImin #Amin #GanjarMahfud #RMOL   https://t.co/dgmBH6N79D,rmol_id,https://twitter.com/rmol_id/status/1753053980534673718
1010,Thu Feb 01 12:26:51 +0000 2024,1753032159403856205,Mantap Bu Connie!   #anies #aniesmuhaimin #jokowi #gibran #prabowo #aminajadulu #cakimin #aniesbaswedan https://t.co/Qe3n2ObbT9,aniesmania,https://twitter.com/aniesmania/status/1753032159403856205
1011,Thu Feb 01 12:15:34 +0000 2024,1753029319784608026,Ia tidak punya banyak biaya untuk membayar massa. Tapi lihatlah massa yang hadir dengan sukarela di setiap kampanyenya.  Abah🦉🔥  #AniesBaswedan #CakImin #AMINfor2024  #GerakanPerubahan https://t.co/Ph83JlEFUO,PerempuanKujira,https://twitter.com/PerempuanKujira/status/1753029319784608026
1012,Thu Feb 01 04:59:45 +0000 2024,1752919643436744969,"HAVE ANIES DAY! hai guys, sudah tahu belum rekam jejak Abah Anies🦉 selama menjadi Gubernur Jakarta? kalau belum, yuk kita ikut Abah Anies dan Cak Imin keliling Jakarta!😆 @aniesbaswedan @cakimiNOW   #aniesbaswedan #HaveAniesDay #cakimin #aminajadulu https://t.co/qaqcrepGHB",artsyreal_,https://twitter.com/artsyreal_/status/1752919643436744969
1013,Thu Feb 01 00:16:35 +0000 2024,1752848384820670733,"kemajuan indonesia bergantung pada sumber daya manusianya . gimana indonesia mau maju , klo guru cuma digaji 300 ribu perbulan . pemerintah sekarang lebih suka bangun proyek2 mercusuar gak penting (IKN) .  #RUGI #DONG📷📷📷📷 #jokowi  #aniesbaswedan #ARB #cakIMIN https://t.co/j4PQLsJ07J",KitarozunoG,https://twitter.com/KitarozunoG/status/1752848384820670733
1014,Thu Feb 01 00:12:58 +0000 2024,1752847471682916423,"@Mdy_Asmara1701 MashaAllah tabarakallah, sungguh orang baik akan di sambut dengan kebaikan dan kegembiraan. #aniesbaswedan #AbahAnies #muhaimin #cakimin #AMINAjaDulu",ameera_2529,https://twitter.com/ameera_2529/status/1752847471682916423
1015,Wed Jan 31 15:08:08 +0000 2024,1752710361470628126,"Anies Baswedan Gaungkan Perubahan di Pamekasan. 👇  Capres nomor 1, Anies Baswedan menggaungkan perubahan saat berkampanye di Lapangan Garuda, Palengaan, Pamekasan, Rabu (31/1/2024). --… https://t.co/PitcKzbeFb #PolitikPemerintahan #aniesbaswedan #Cakimin via @beritajatimcom",beritajatimcom,https://twitter.com/beritajatimcom/status/1752710361470628126
1016,Wed Jan 31 12:50:54 +0000 2024,1752675824648478966,"📌PR4NK PART 2...👉Dulu petani di PR4NK TRAKTOR, sekarang pengayuh bec4k di PRANK BEC4K... Rakyat hanya di jadikan l3luc0n...  #debatcawapres #cakimin #AMIN #AMINAjaDulu #pilpres2024 #aniesbaswedan #slepet https://t.co/C6Ta53qkWY",D1anapup12707,https://twitter.com/D1anapup12707/status/1752675824648478966
1017,Wed Jan 31 11:49:03 +0000 2024,1752660261180424267,Nomor Satu selalu di hati ❤💞  #pilihanhati #fyp #seru #anies #AniesMuhaimin2024 #aniesbaswedan #muhaiminiskandar #cakimin #AminMenang1Putaran #AMINajadulu #CoblosNomor1 https://t.co/zqxi8vCAMD,aniesmania,https://twitter.com/aniesmania/status/1752660261180424267
1018,Wed Jan 31 09:13:30 +0000 2024,1752621112679399839,Semoga dikabulkan 😊☝❤   #fyp #amin #AniesMuhaimin2024 #AminMenang1Putaran #CoblosNomor1 #desakanies #slepetikin #anies #aniesbaswedan #cakimin https://t.co/r1dJk2fsJf,aniesmania,https://twitter.com/aniesmania/status/1752621112679399839
1019,Wed Jan 31 09:12:25 +0000 2024,1752620841903472891,"📌Tips Bijak Memilih Presiden 👉Tonton videonya hingga kel4r, agar tidak 54l4h memilih pemimpin untuk 5 tahun kedepan... #debatcawapres #cakimin #AMIN #AMINAjaDulu #pilpres2024 #aniesbaswedan #slepet https://t.co/MQ5vxETIsB",D1anapup12707,https://twitter.com/D1anapup12707/status/1752620841903472891
1020,Wed Jan 31 08:37:36 +0000 2024,1752612080367354106,📌HARUS DIKASIH PAHAM BUAT👉PENDUKUNG FANATIK MAINAN IDOLANYA...🤪 #debatcawapres #cakimin #AMIN #AMINAjaDulu #pilpres2024 #aniesbaswedan #slepet #AMINAjaDulu #AniesMuhaimin2024 https://t.co/ZWDt11yDil,D1anapup12707,https://twitter.com/D1anapup12707/status/1752612080367354106
1021,Wed Jan 31 04:06:50 +0000 2024,1752543941403320585,illustrasi pak @aniesbaswedan &amp  @cakimiNOW dari aku versi wizarding worldd 🦉🧙🏻 temanya againts the dark wizard. slepetnya jangan lupa~  #aniesbaswedan #cakimin #HaveAniesDay https://t.co/C70Xvh8jbq,klightsclub,https://twitter.com/klightsclub/status/1752543941403320585
1022,Wed Jan 31 03:38:37 +0000 2024,1752536839045714344,#Pemilu2024 #Pemilu #Pilkada #PemiluSerentak2024 #SosialisasiPemilu2024 #AyokeTPS #GanjarPranowo #Ganjar #PrabowoSubianto #Prabowo #AniesBaswedan #Anies #CakImin #Jokowi #JokoWidodo https://t.co/eJkZMJVNhA,BobyBarbossa,https://twitter.com/BobyBarbossa/status/1752536839045714344
1023,Tue Jan 30 19:34:45 +0000 2024,1752415067927466435,Mahasiswa all ini dukung @aniesbaswedan dan @cakimiNOW demi Indonesia Adil Makmur untuk Semua.   #mahasiswa #indonesia #mahasiswaindonesia #surveipilpres #polling #aniesbaswedan #muhaiminiskandar #anies #cakimin #perubahan #koalisiperubahan #anies #AMIN https://t.co/JVmubde4MG,Mahasiswa_IDN,https://twitter.com/Mahasiswa_IDN/status/1752415067927466435
1024,Tue Jan 30 11:09:45 +0000 2024,1752287980516249954,@bengkeldodo @GosongImam @yosephrosario_ @Ndons_Back @are_inismyname @cocolatetwo @gtobing2903 @An4Julie @AlmaghribiS @kurawa @mas_veel #AMINAjaDulu  #aniesbaswedan  #cakimin  Semoga sehat selalu Abah.. aamiin . https://t.co/QisjnxjxUe,popoyo21960888,https://twitter.com/popoyo21960888/status/1752287980516249954
1025,Tue Jan 30 09:06:18 +0000 2024,1752256915034534230,Blak-blakan Fahri Hamzah Sebut Anies Baswedan dan Cak Imin Bakal Jadi Tersangka Usai Pilpres!  #fahrihamzah #aniesbaswedan #cakimin #pemilu2024  https://t.co/kPGdfgtLtB,Kilat_com,https://twitter.com/Kilat_com/status/1752256915034534230
1026,Tue Jan 30 08:49:17 +0000 2024,1752252631207248292,Ini Strategi Anies-Cak Imin Selamatkan Nasib Jurnalis Rentan PHK hingga Kriminalisasi  #AMIN #AniesBaswedan #CakImin #Pilpres2024 #Pemilu2024   https://t.co/75QLcfwnzN via @tribunnews,murtopotop,https://twitter.com/murtopotop/status/1752252631207248292
1027,Tue Jan 30 04:33:30 +0000 2024,1752188264252088746,"Bus Simpatisan AMIN dibatalkan Sepihak, Anies Buka Suara  https://t.co/gkvk4Mm0kd  #radarjabar #Bus #Simpatisan #AMIN #aniesbaswedan #CakImin #simpatisanAMIN #politik",radarjabar_id,https://twitter.com/radarjabar_id/status/1752188264252088746
1028,Tue Jan 30 03:46:14 +0000 2024,1752176366764834965,Hanya bisa omon2? Neh liat bukti kerjanya  #anies #aniesbaswedan #aniesmuhaimin2024 #cakimin #aminajadulu #coblosnomor1 https://t.co/b5t7r3gKbL,aniesmania,https://twitter.com/aniesmania/status/1752176366764834965
1029,Tue Jan 30 02:36:51 +0000 2024,1752158905327837204,"#Pengantin #Trending #Dukung #aniesbaswedan #cakimin Dari Kota Mana Saja Ya ☝️ Semangat Yaa, Sehat3x SUKSES Selalu Berlimpah Riski Yang Berkah Allohumma Yaa Syafiyal Amroodh3x.. Allohumma Yaa Qhodhiyal Hajat3x.. Bikaromati ABAH AOS RaQs Al Fatihah Aamiin  https://t.co/2Mn55IttZw https://t.co/2NbDHTsR74",GODZILAANEWS,https://twitter.com/GODZILAANEWS/status/1752158905327837204
1030,Tue Jan 30 02:24:26 +0000 2024,1752155780814631371,"#Pendukung #aniesbaswedan #cakimin #AMIN Dari Kota Mana Saja Yang Akan Hadir Di #jakartainternationalstadium ☝️ Semangat Yaa, Sehat3x Sukses Selalu Berlimpah Riski Yang Berkah Allohumma Ya Qhodhiyal Hajat3xBikaromati ABAH AOS RaQs Al Fatihah Aamiin  https://t.co/ZuN0S7DwYC https://t.co/AyH1GNsjm4",GODZILAANEWS,https://twitter.com/GODZILAANEWS/status/1752155780814631371
1031,Mon Jan 29 23:54:23 +0000 2024,1752118018333974949,"Siap adu data tambang Nikel dengan Luhut, inilah sosok Tom Lembong yang akan dampingi Cak Imin https://t.co/0Op1EbGc6M #CakImin #aniesbaswedan #beritaterkini #beritaterbaru #pilpres2024",tribunkaltim,https://twitter.com/tribunkaltim/status/1752118018333974949
1032,Mon Jan 29 23:12:16 +0000 2024,1752107420007227544,Cak imin seru bgt woyy bareng abah sma pak haji 😆 #CakImin #aniesbaswedan https://t.co/pHgx3Jr2LE,Aan_k17,https://twitter.com/Aan_k17/status/1752107420007227544
1033,Mon Jan 29 16:24:24 +0000 2024,1752004776672571886,"Setiap Ibu yang melahirkan anaknya pasti bangga dan senang, tapi kok Anda @mohmahfudmd malah seenaknya bilang seperti itu? Dimana hati nurani Bapak?  #prabowogibran #prabowosubianto #gibranrakabuming #pemiludamai #02melanjutkan #ganjarpranowo #aniesbaswedan #mahfud #cakimin https://t.co/wKXeU0SgeY",pyonpyonnn16,https://twitter.com/pyonpyonnn16/status/1752004776672571886
1034,Mon Jan 29 15:26:11 +0000 2024,1751990126170054658,"Disclaimer! Ini bukan dangdutan, ini bukan konser 😅 Because dangdut is the music of my country… #desakanies #aniesbaswedan #cakimin #amin #haveaniesday .. https://t.co/3vG3DkmBzn",azhariahrachman,https://twitter.com/azhariahrachman/status/1751990126170054658
1035,Mon Jan 29 15:17:21 +0000 2024,1751987905210532255,Ah keren banget analisanya!   #investasi #saham #fyp #tomlembong #anies #aniesmuhaimin2024 #aniesbaswedan #cakimin https://t.co/q2Lg5yXPpu,aniesmania,https://twitter.com/aniesmania/status/1751987905210532255
1036,Mon Jan 29 14:30:46 +0000 2024,1751976182948778250,Raja Dangdut Rhomairama mengajak seluruh penggemarnya untuk dukung dan menangkan #aniesbaswedan dan #cakimin.  https://t.co/PfBRzQuQZ4,SuryaAka,https://twitter.com/SuryaAka/status/1751976182948778250
